,ID,Fullname,Park Code,URL,State,Lat & long,Types of Activities
350,0477F67A-A350-449F-B001-848F867F2CA2,Piscataway Park,pisc,https://www.nps.gov/pisc/index.htm,MD,"lat:38.6929, long:-77.067",2
351,B87424A7-92C3-49BA-BF16-A2EB16882376,Point Reyes National Seashore,pore,https://www.nps.gov/pore/index.htm,CA,"lat:38.05511241, long:-122.8797804",18
352,A0125F49-080E-4292-BD91-C1FA1657F547,Pony Express National Historic Trail,poex,https://www.nps.gov/poex/index.htm,"CA,CO,KS,MO,NE,NV,UT,WY","lat:42.2365761128, long:-109.266148417",10
353,F26E7620-3284-4F39-AB1B-98100B4AC6A7,Port Chicago Naval Magazine National Memorial,poch,https://www.nps.gov/poch/index.htm,CA,"lat:38.05685472, long:-122.0301603",2
354,B7429C72-D8CA-46D9-8E89-E659259D8EEF,Potomac Heritage National Scenic Trail,pohe,https://www.nps.gov/pohe/index.htm,"DC,MD,PA,VA","lat:39.15060133, long:-77.52301085",34
355,DC9185D6-CCA9-4F40-AE53-5D77DE35E202,Poverty Point National Monument,popo,https://www.nps.gov/popo/index.htm,LA,"lat:32.6424361, long:-91.40829834",4
356,E7C945ED-4224-4539-B2AE-97A5B229FA74,President William Jefferson Clinton Birthplace Home National Historic Site,wicl,https://www.nps.gov/wicl/index.htm,AR,"lat:33.66758356, long:-93.59641868",10
357,C59FE971-54EE-447C-9DCE-CB781949B0B8,President's Park (White House),whho,https://www.nps.gov/whho/index.htm,DC,"lat:38.89541886, long:-77.03654147",9
358,75DD7A23-4BCF-4D11-A407-E282C2417DA4,Presidio of San Francisco,prsf,https://www.nps.gov/prsf/index.htm,CA,"lat:37.797, long:-122.4671",10
359,28ECD546-FD68-4640-8A31-773F7F7A5211,Prince William Forest Park,prwi,https://www.nps.gov/prwi/index.htm,VA,"lat:38.58589108, long:-77.38910997",29
360,36223C80-D2F3-45E3-9C44-BEA58A072985,Pullman National Monument,pull,https://www.nps.gov/pull/index.htm,IL,"lat:41.69429163, long:-87.60873824",7
361,632CA28B-F67C-4BDB-A209-42A8332EE6D0,Puʻuhonua o Hōnaunau National Historical Park,puho,https://www.nps.gov/puho/index.htm,HI,"lat:19.41268627, long:-155.9008789",15
362,9C680E81-C4DC-46DD-BF33-8189828FF887,Puʻukoholā Heiau National Historic Site,puhe,https://www.nps.gov/puhe/index.htm,HI,"lat:20.02772186, long:-155.8211629",13
363,CF02A7E7-147F-4F1C-966B-FE3F2AE28DDC,Rainbow Bridge National Monument,rabr,https://www.nps.gov/rabr/index.htm,UT,"lat:36.9943264317, long:-111.491484759",6
364,31B7A1C7-104D-4D35-BC85-FEFAC3FECEB0,Reconstruction Era National Historical Park,reer,https://www.nps.gov/reer/index.htm,SC,"lat:32.3868598938, long:-80.6511077881",3
365,041B325C-A34F-4027-8E41-1DF3F9A1D799,Redwood National and State Parks,redw,https://www.nps.gov/redw/index.htm,CA,"lat:41.37237268, long:-124.0318129",24
366,3D026091-7EFB-405D-A8F2-D9109DE9740A,Richmond National Battlefield Park,rich,https://www.nps.gov/rich/index.htm,VA,"lat:37.48774472, long:-77.29107785",11
367,E1A636E5-E7AC-4B71-93DE-F1408F65C458,Rio Grande Wild & Scenic River,rigr,https://www.nps.gov/rigr/index.htm,TX,"lat:29.52743158, long:-102.5979169",15
368,0AEC82D5-0D49-492A-9936-DBE44AF69F09,River Raisin National Battlefield Park,rira,https://www.nps.gov/rira/index.htm,MI,"lat:41.91291085, long:-83.37620464",40
369,D06293DF-25C4-4065-B0C7-BA5A225D3BF3,Rock Creek Park,rocr,https://www.nps.gov/rocr/index.htm,DC,"lat:38.95125063, long:-77.05002838",29
370,67A56B17-F533-4A56-B2DA-26091C6AD295,Rocky Mountain National Park,romo,https://www.nps.gov/romo/index.htm,CO,"lat:40.3556924, long:-105.6972879",29
371,0419867F-20D9-49CF-BC42-88F5A70AD32D,Roger Williams National Memorial,rowi,https://www.nps.gov/rowi/index.htm,RI,"lat:41.8298955, long:-71.41056665",12
372,05106DE8-D6F2-4088-9834-79462FBDDA21,Roosevelt Campobello International Park,roca,https://www.nps.gov/roca/index.htm,ME,"lat:44.8736, long:-66.9621",1
373,69F87C0F-AABE-4C34-97D3-F6DF33ACD772,Rosie the Riveter WWII Home Front National Historical Park,rori,https://www.nps.gov/rori/index.htm,CA,"lat:37.90999027, long:-122.360156",6
374,FDD929A5-1D56-41DD-8A04-5FF77023340C,Russell Cave National Monument,ruca,https://www.nps.gov/ruca/index.htm,AL,"lat:34.97402063, long:-85.81560314",11
375,BA5A0D58-E05F-44AE-94F1-10A88A4AF143,Sagamore Hill National Historic Site,sahi,https://www.nps.gov/sahi/index.htm,NY,"lat:40.88579128, long:-73.49686438",26
376,A6F169CF-B830-499C-A5EB-A35138C77589,Saguaro National Park,sagu,https://www.nps.gov/sagu/index.htm,AZ,"lat:32.20909636, long:-110.7574974",12
377,57B2D95A-6D3E-49D6-BF73-623D6BD33D06,Saint Croix Island International Historic Site,sacr,https://www.nps.gov/sacr/index.htm,ME,"lat:45.12858838, long:-67.13363651",3
378,5CB26B91-B888-46E0-95E1-0683A63C45B0,Saint Croix National Scenic Riverway,sacn,https://www.nps.gov/sacn/index.htm,"WI,MN","lat:45.70019235, long:-92.36126685",21
379,7E946FDE-C454-4361-98A5-F60158B42770,Saint Paul's Church National Historic Site,sapa,https://www.nps.gov/sapa/index.htm,NY,"lat:40.89283511, long:-73.82577276",9
380,0FC25325-87AA-4325-A6B7-C404D94B16DB,Saint-Gaudens National Historical Park,saga,https://www.nps.gov/saga/index.htm,NH,"lat:43.4997238, long:-72.37333969",32
381,3C5998C3-F130-4E4C-8BA4-C1B25E728CE0,Salem Maritime National Historic Site,sama,https://www.nps.gov/sama/index.htm,MA,"lat:42.52024529, long:-70.88640867",5
382,4E7F8D4B-68EC-4A1B-BB71-0A295EB08557,Salinas Pueblo Missions National Monument,sapu,https://www.nps.gov/sapu/index.htm,NM,"lat:34.35423203, long:-106.2050309",15
383,E84CCC52-A22F-42D6-86F1-198D818C25DD,Salt River Bay National Historical Park and Ecological Preserve,sari,https://www.nps.gov/sari/index.htm,VI,"lat:17.77908602, long:-64.75519348",7
384,CCE1AD17-9B13-4D74-9CAC-0278D5477316,San Antonio Missions National Historical Park,saan,https://www.nps.gov/saan/index.htm,TX,"lat:29.31262089, long:-98.4289522",20
385,C75450D2-9223-4D5F-9BA4-28DBB92CD507,San Francisco Maritime National Historical Park,safr,https://www.nps.gov/safr/index.htm,CA,"lat:37.81005871, long:-122.4244415",19
386,63A8DCC0-0A62-4164-BF0B-51F6369B9E8B,San Juan Island National Historical Park,sajh,https://www.nps.gov/sajh/index.htm,WA,"lat:48.51241933, long:-123.0610277",24
387,2E4D4918-95DF-4D99-9DEC-C6ADEB330281,San Juan National Historic Site,saju,https://www.nps.gov/saju/index.htm,PR,"lat:18.46873857, long:-66.11848623",10
388,13E255FA-F68C-491C-828C-59E5B4FA2600,Sand Creek Massacre National Historic Site,sand,https://www.nps.gov/sand/index.htm,CO,"lat:38.56414189, long:-102.5169542",6
389,2B14155F-0E31-43F3-8B87-8B1DA6FA0BF7,Santa Fe National Historic Trail,safe,https://www.nps.gov/safe/index.htm,"CO,KS,MO,NM,OK","lat:37.7276522226, long:-99.921969227",9
390,6E020F5D-3F97-4A43-88E6-C68254B55F2C,Santa Monica Mountains National Recreation Area,samo,https://www.nps.gov/samo/index.htm,CA,"lat:34.09777606, long:-118.7708619",15
391,3D0F91B3-E847-4F75-9028-D26D269438F5,Saratoga National Historical Park,sara,https://www.nps.gov/sara/index.htm,NY,"lat:42.99522612, long:-73.63386108",31
392,A83EFD38-9FCF-4996-A957-FE416A8C6B6D,Saugus Iron Works National Historic Site,sair,https://www.nps.gov/sair/index.htm,MA,"lat:42.46830664, long:-71.0076953",6
393,48ED0744-7B8A-4FFD-BEFC-C4AC22A7D649,Scotts Bluff National Monument,scbl,https://www.nps.gov/scbl/index.htm,NE,"lat:41.83464193, long:-103.7071351",4
394,F5676388-94E5-45D2-8A51-344C825F5C12,Selma To Montgomery National Historic Trail,semo,https://www.nps.gov/semo/index.htm,AL,"lat:32.27082092, long:-86.72823702",9
395,7E5A693C-2F63-44FD-B791-31FC8B8B6285,Sequoia & Kings Canyon National Parks,seki,https://www.nps.gov/seki/index.htm,CA,"lat:36.71277299, long:-118.587429",39
396,E991C8BC-C203-4A09-AFD5-87380CF5C387,Shenandoah National Park,shen,https://www.nps.gov/shen/index.htm,VA,"lat:38.49236644, long:-78.46907715",27
397,B6E3A992-3217-4BC0-AC64-A699B45971CA,Shiloh National Military Park,shil,https://www.nps.gov/shil/index.htm,"TN,MS","lat:35.13850907, long:-88.3421072",20
398,6258CAD9-1932-4A40-8FA1-891C51978345,Sitka National Historical Park,sitk,https://www.nps.gov/sitk/index.htm,AK,"lat:57.04718173, long:-135.3156876",16
399,739AFEBE-BF00-4A3E-A369-85E74F6E6739,Sleeping Bear Dunes National Lakeshore,slbe,https://www.nps.gov/slbe/index.htm,MI,"lat:44.92844962, long:-86.02706591",22
400,E01A7425-C74B-4E71-853D-681AD2FB948A,Springfield Armory National Historic Site,spar,https://www.nps.gov/spar/index.htm,MA,"lat:42.1086368, long:-72.57967415",8
401,F22ED7C4-DDB8-43F8-AAF2-D474864352DA,Star-Spangled Banner National Historic Trail,stsp,https://www.nps.gov/stsp/index.htm,"MD,VA,DC","lat:39.2872505188, long:-76.6034317017",22
402,6E3608BE-63AA-4379-A543-97D2FCBF12F1,Statue Of Liberty National Monument,stli,https://www.nps.gov/stli/index.htm,NY,"lat:40.6898, long:-74.0451",11
403,EDD278F5-E9A8-4A40-BA41-9809ED8E025D,Ste. Geneviève National Historical Park,stge,https://www.nps.gov/stge/index.htm,MO,"lat:37.9792171421179, long:-90.0432157516479",5
404,3BF9BCEE-F6AE-4DEC-8F80-9CD23C0767BE,Steamtown National Historic Site,stea,https://www.nps.gov/stea/index.htm,PA,"lat:41.40757521, long:-75.67037255",11
405,89157226-8474-4BAE-B471-F1730993A468,Stones River National Battlefield,stri,https://www.nps.gov/stri/index.htm,TN,"lat:35.87608652, long:-86.43078399",22
406,E65E7D88-D280-4B41-B700-BF1DC219BA38,Stonewall National Monument,ston,https://www.nps.gov/ston/index.htm,NY,"lat:40.7337799072, long:-74.0006866455",3
407,52911672-4464-4569-984C-DC6DE1EE208F,Sunset Crater Volcano National Monument,sucr,https://www.nps.gov/sucr/index.htm,AZ,"lat:35.37114323, long:-111.510376",9
408,76F87FF4-4BAD-453E-8013-2DA8924A5D94,Tallgrass Prairie National Preserve,tapr,https://www.nps.gov/tapr/index.htm,KS,"lat:38.44023613, long:-96.5670822",20
409,2CA10B86-DCA3-456F-8C9A-A3A6C9288573,Thaddeus Kosciuszko National Memorial,thko,https://www.nps.gov/thko/index.htm,PA,"lat:39.94345312, long:-75.14732045",3
410,B32A4A36-E7CC-4A93-97DB-3F48565D2DA4,Theodore Roosevelt Birthplace National Historic Site,thrb,https://www.nps.gov/thrb/index.htm,NY,"lat:40.7386469, long:-73.98903703",6
411,B4AEC074-8652-4B0A-8963-4CD60ECA2349,Theodore Roosevelt Inaugural National Historic Site,thri,https://www.nps.gov/thri/index.htm,NY,"lat:42.90146781, long:-78.87248411",10
412,42D7081F-2B9B-449C-9BF2-785850AE4865,Theodore Roosevelt Island,this,https://www.nps.gov/this/index.htm,DC,"lat:38.89584162, long:-77.06241918",8
413,B5FE5682-7981-47DD-AC96-13F4B33A466E,Theodore Roosevelt National Park,thro,https://www.nps.gov/thro/index.htm,ND,"lat:47.17777274, long:-103.4300083",28
414,FE5E320D-BFCC-41EE-8113-BFEA9D6CA8CD,Thomas Cole National Historic Site,thco,https://www.nps.gov/thco/index.htm,NY,"lat:42.22570607, long:-73.86154864",6
415,BFE248C8-40CD-4DC8-AC07-AE61A0D81FF3,Thomas Edison National Historical Park,edis,https://www.nps.gov/edis/index.htm,NJ,"lat:40.78549896, long:-74.23821139",3
416,2D0C31DF-BE78-42A8-812E-1A44602B3D40,Thomas Jefferson Memorial,thje,https://www.nps.gov/thje/index.htm,DC,"lat:38.88101431, long:-77.03632572",3
417,DD9075B8-4AC2-4FA4-83F4-A08DFD705C25,Thomas Stone National Historic Site,thst,https://www.nps.gov/thst/index.htm,MD,"lat:38.52934443, long:-77.037813",6
418,26FBF456-94A2-413C-87D9-DDBCD96815FA,Timpanogos Cave National Monument,tica,https://www.nps.gov/tica/index.htm,UT,"lat:40.44039719, long:-111.7093944",4
419,A1C5A868-68A9-4403-B762-531EBA300E3C,Timucuan Ecological & Historic Preserve,timu,https://www.nps.gov/timu/index.htm,FL,"lat:30.47251894, long:-81.49950104",26
420,69C5BC24-3065-401D-86C2-3FAC411E1327,Tonto National Monument,tont,https://www.nps.gov/tont/index.htm,AZ,"lat:33.64842945, long:-111.1135627",12
421,5216C131-B847-4A97-ACF1-4864714007FF,Touro Synagogue National Historic Site,tosy,https://www.nps.gov/tosy/index.htm,RI,"lat:41.4893, long:-71.3121",3
422,07A92FEB-682E-4895-8070-3323BC6F9EF7,Trail Of Tears National Historic Trail,trte,https://www.nps.gov/trte/index.htm,"AL,AR,GA,IL,KY,MO,NC,OK,TN","lat:36.0530021046, long:-89.6761041963",7
423,C315119F-1597-4C44-A8FA-60D707730FF0,Tule Lake National Monument,tule,https://www.nps.gov/tule/index.htm,CA,"lat:41.88727902, long:-121.3744818",6
424,A576B9F9-5C0A-453C-8DB0-939883FFA57A,Tule Springs Fossil Beds National Monument,tusk,https://www.nps.gov/tusk/index.htm,NV,"lat:36.3893217, long:-115.3202223",14
425,59E30CB1-C2C3-4444-BCA9-29B0FE16DCCD,Tumacácori National Historical Park,tuma,https://www.nps.gov/tuma/index.htm,AZ,"lat:31.567824, long:-111.051223",21
426,0C7D40DF-85BC-439E-BE58-34E11C1D4095,Tupelo National Battlefield,tupe,https://www.nps.gov/tupe/index.htm,MS,"lat:34.25557705, long:-88.73708623",2
427,5AAB8CB5-2F62-4BD7-82D1-E19963FA94C1,Tuskegee Airmen National Historic Site,tuai,https://www.nps.gov/tuai/index.htm,AL,"lat:32.45538671, long:-85.67983321",4
428,3A9B0972-7F97-4F8C-9B44-A5FA8DEB1AC1,Tuskegee Institute National Historic Site,tuin,https://www.nps.gov/tuin/index.htm,AL,"lat:32.42962115, long:-85.70488498",3
429,64B7871C-C058-45BA-BB7C-D3EAD50B23E8,Tuzigoot National Monument,tuzi,https://www.nps.gov/tuzi/index.htm,AZ,"lat:34.77296377, long:-112.0279069",9
430,89303609-703C-43CB-BA65-5BB96C3698C2,Ulysses S Grant National Historic Site,ulsg,https://www.nps.gov/ulsg/index.htm,MO,"lat:38.55182374, long:-90.35169255",12
431,09812D3A-1E2B-4402-9ABC-31C79BCB9F6B,Upper Delaware Scenic & Recreational River,upde,https://www.nps.gov/upde/index.htm,"NY,PA","lat:41.66172578, long:-75.03861562",5
432,8908E0CA-3603-4578-B957-837F9813E6D5,Valles Caldera National Preserve,vall,https://www.nps.gov/vall/index.htm,NM,"lat:35.91682872, long:-106.5195724",32
433,41813A9C-A947-4078-9DAA-4CE952F4E512,Valley Forge National Historical Park,vafo,https://www.nps.gov/vafo/index.htm,PA,"lat:40.10054985, long:-75.44581889",18
434,C200ADA5-F162-4D77-A820-950E13925129,Vanderbilt Mansion National Historic Site,vama,https://www.nps.gov/vama/index.htm,NY,"lat:41.79697937, long:-73.94205557",10
435,45408368-12DB-4950-92A8-E26AC85E3724,Vicksburg National Military Park,vick,https://www.nps.gov/vick/index.htm,"MS,LA","lat:32.3621286, long:-90.85030186",17
436,DFCBAD2C-0B0A-47E8-9C3C-BF55BB3409B2,Vietnam Veterans Memorial,vive,https://www.nps.gov/vive/index.htm,DC,"lat:38.89096297, long:-77.04765735",3
437,B2178CA4-35DE-4827-9B7A-B25FAAE1E69B,Virgin Islands Coral Reef National Monument,vicr,https://www.nps.gov/vicr/index.htm,VI,"lat:18.28996918, long:-64.70683395",15
438,C65070FE-942C-4E00-8C2B-64CA33C85B4A,Virgin Islands National Park,viis,https://www.nps.gov/viis/index.htm,VI,"lat:18.34279656, long:-64.74194451",31
439,859727CB-2812-40DF-B8DB-D4AE9EA00089,Voyageurs National Park,voya,https://www.nps.gov/voya/index.htm,MN,"lat:48.48370609, long:-92.8382913",48
440,46CA5FAF-2AEE-4795-B609-8CB81F9FBBEC,Waco Mammoth National Monument,waco,https://www.nps.gov/waco/index.htm,TX,"lat:31.60465887, long:-97.17606143",2
441,8DFC9C19-FF0A-4B48-A34F-FD3D02BFE100,Walnut Canyon National Monument,waca,https://www.nps.gov/waca/index.htm,AZ,"lat:35.16822994, long:-111.5024239",6
442,D44FE5CB-71B4-4B7C-A52A-41BE9D9211B3,War In The Pacific National Historical Park,wapa,https://www.nps.gov/wapa/index.htm,GU,"lat:13.43795691, long:144.6922461",3
443,37E34290-2E37-4A67-8C95-7A3442F354B1,Washington Monument,wamo,https://www.nps.gov/wamo/index.htm,DC,"lat:38.88948, long:-77.035207",5
444,3D547E73-F0BF-4FEA-9CAC-9611D024E2FF,Washington-Rochambeau Revolutionary Route National Historic Trail,waro,https://www.nps.gov/waro/index.htm,"MA,RI,CT,NY,NJ,PA,DE,MD,VA,DC","lat:40.0958204557, long:-74.8563515109",0
445,BE27CCA2-1ECA-4A6A-90E7-8EB38029FEF3,Washita Battlefield National Historic Site,waba,https://www.nps.gov/waba/index.htm,OK,"lat:35.62083963, long:-99.70445143",14
446,EA86FED8-2E03-467A-A8BD-4F032A647F35,Weir Farm National Historical Park,wefa,https://www.nps.gov/wefa/index.htm,CT,"lat:41.25886268, long:-73.45452542",13
447,89730CB2-BB7D-400B-AF35-5F95A574D97D,Whiskeytown National Recreation Area,whis,https://www.nps.gov/whis/index.htm,CA,"lat:40.61359941, long:-122.6022657",44
448,32D2B528-193E-43FA-BF38-32493D9E317D,White Sands National Park,whsa,https://www.nps.gov/whsa/index.htm,NM,"lat:32.77907858, long:-106.3333461",11
449,10505DA0-A627-47EA-8533-5C67C3B2AF15,Whitman Mission National Historic Site,whmi,https://www.nps.gov/whmi/index.htm,WA,"lat:46.04119286, long:-118.4629388",15
450,8CB65BC9-2A9D-4AA0-A5E2-B64E9CDA1575,William Howard Taft National Historic Site,wiho,https://www.nps.gov/wiho/index.htm,OH,"lat:39.11970352, long:-84.50758951",7
451,2067FAB2-41D4-43DF-8142-9B1FC40AFDFC,Wilson's Creek National Battlefield,wicr,https://www.nps.gov/wicr/index.htm,MO,"lat:37.1000127, long:-93.40986704",26
452,37C48EE0-2881-4D22-8F91-A249AE3B0CD0,Wind Cave National Park,wica,https://www.nps.gov/wica/index.htm,SD,"lat:43.58012365, long:-103.4394709",25
453,CEC8BD62-9229-4455-ABE8-F4310F4AB623,Wing Luke Museum Affiliated Area,wing,https://www.nps.gov/wing/index.htm,WA,"lat:47.59820859, long:-122.3228912",6
454,72F41D84-A8ED-47FC-935A-2FD28C3C582E,Wolf Trap National Park for the Performing Arts,wotr,https://www.nps.gov/wotr/index.htm,VA,"lat:38.93854526, long:-77.265089",8
455,09689FA5-2147-4BF2-935C-AE92AB85A2E5,Women's Rights National Historical Park,wori,https://www.nps.gov/wori/index.htm,NY,"lat:42.90817073, long:-76.81655558",4
456,3B4879C9-E8D3-4B0C-9F6D-8345FAA298A6,World War I Memorial,wwim,https://www.nps.gov/wwim/index.htm,DC,"lat:38.8959, long:-77.0329",2
457,F85AF8D0-1B85-4B2C-9356-840A4AF6A354,World War II Memorial,wwii,https://www.nps.gov/wwii/index.htm,DC,"lat:38.88923917, long:-77.0403759",3
458,B7944940-3FE5-4F9B-80AB-2FD78A4CDD48,Wrangell - St Elias National Park & Preserve,wrst,https://www.nps.gov/wrst/index.htm,AK,"lat:61.4182147, long:-142.6028439",46
459,E2AE772D-7A2B-49CC-9AFA-E8F068506B22,Wright Brothers National Memorial,wrbr,https://www.nps.gov/wrbr/index.htm,NC,"lat:36.01637713, long:-75.66997163",5
460,686C8EC8-5487-43B9-B5E8-FCABD56227F0,Wupatki National Monument,wupa,https://www.nps.gov/wupa/index.htm,AZ,"lat:35.55741077, long:-111.3957216",20
461,F58C6D24-8D10-4573-9826-65D42B8B83AD,Yellowstone National Park,yell,https://www.nps.gov/yell/index.htm,"ID,MT,WY","lat:44.59824417, long:-110.5471695",53
462,D09FF0F8-B16E-4D2B-9C37-03202D6B8176,Yorktown Battlefield Part of Colonial National Historical Park,york,https://www.nps.gov/york/index.htm,VA,"lat:37.2195, long:-76.4983",21
463,4324B2B4-D1A3-497F-8E6B-27171FAE4DB2,Yosemite National Park,yose,https://www.nps.gov/yose/index.htm,CA,"lat:37.84883288, long:-119.5571873",33
464,9854D136-AFC0-4966-BB40-FE9323B56A49,Yucca House National Monument,yuho,https://www.nps.gov/yuho/index.htm,CO,"lat:37.24778944, long:-108.6861274",2
465,6F550E4D-AE26-4250-A674-397E2DF88092,Yukon - Charley Rivers National Preserve,yuch,https://www.nps.gov/yuch/index.htm,AK,"lat:65.0935608, long:-142.7960021",20
466,41BAB8ED-C95F-447D-9DA1-FCC4E4D808B2,Zion National Park,zion,https://www.nps.gov/zion/index.htm,UT,"lat:37.29839254, long:-113.0265138",22
